Decidim Commentable ID,Body
21914,"É de grande importância ter um bom gerenciamento da base de dados. Afinal, como um exemplo, se um cidadão falecer, este imediatamente deveria ficar inativo nesta base,   dando uma maior confiabilidade em termos dos objetivos do sistema.  Pensando de uma outra forma, se por ventura um cidadão que estivesse com queixa de desaparecimento na polícia, este poderia ser facilmente localizado, se o mesmo fosse auferido pelo sistema. Resumindo, se houver um sincronismo, disponibilidade e integração com todos os operadores, podemos ter muitos avanços na Administração Pública com racionalidade e economia nos recursos e um maior bem estar social."
21914,"5.	Desenvolvimento Sustentável:
•	Redução do uso de papel e processos manuais, promovendo práticas ambientalmente responsáveis.



Resultados Esperados:


•	Fortalecimento da Segurança Nacional: Um país mais seguro, com cidadãos protegidos contra crimes relacionados à identidade.
•	Inclusão Social: Identidade garantida a todos, com impacto direto no acesso a serviços essenciais.
•	Eficiência no Atendimento: Redução drástica no tempo de espera e custo operacional dos serviços públicos e privados.
"
21914,"Principais Iniciativas para SBF:

1.	Criação de um Sistema Nacional Unificado:
•	Base de dados biométricos centralizada, gerenciada pelo Serviço de Identificação do Cidadão (SIC).
•	Interoperabilidade garantida com órgãos públicos e privados, respeitando padrões internacionais de segurança e conformidade com a LGPD.

2.	Parceria Público-Privada para Inovação:
•	Estímulo à colaboração com empresas de tecnologia para desenvolver soluções avançadas de coleta e verificação biométrica.
•	Implementação de terminais biométricos em serviços essenciais, como bancos, saúde e educação.

3.	Segurança de Ponta:
•	Adoção de tecnologia de criptografia de última geração para proteger dados sensíveis.
•	Monitoramento constante contra ameaças cibernéticas.

4.	Consulta Pública e Participação Popular:
•	Envolver cidadãos, especialistas e organizações na construção do SBF, garantindo transparência e alinhamento com as necessidades reais do país."
641,"Para a mitigação do CO2, adotar para o Projeto as soluções de acordo com a Lei da Mobilidade Urbana 12.587/12:
- Sugiro forçar o projeto com corredor de transporte coletivo de qualidade e gratuito, calçadas (pedestres e ciclistas) no eixo e ligações da Rodovia, conf. o Art. 6-II da Lei 12.587/12, com elevadores preferenciais em todos os pontos do sistema.
- Aplicação do tributo previsto no art. 23-III da Lei 12.587/12 e sua aplicação diferenciada para subsidiar a construção e manutenção do transporte coletivo acima.
- Evitar os cortes das árvores e destruição de construções junto de todas as margens do sistema todo, mantendo a Rodovia com sua dimensão atual.
- Evitar todas as construções que visam ampliar a capacidade da Rodovia, que apenas piorariam a mobilidade na Cidade de São Paulo, mantendo inutilidades.
- Obras para prevenção de acidentes e eficiente controle de velocidade.   
- Não concessão do sistema, mas apenas administração do sistema, com prêmios de funcionamento de acordo."
641,"Para a mitigação do CO2, adotar para o Projeto as soluções de acordo com a Lei da Mobilidade Urbana 12.587/12:
- Sugiro forçar o projeto com corredor de transporte coletivo de qualidade e gratuito, calçadas (pedestres e ciclistas) no eixo e ligações da Rodovia, conf. o Art. 6-II da Lei 12.587/12, com elevadores preferenciais em todos os pontos do sistema.
- Aplicação do tributo previsto no art. 23-III da Lei 12.587/12 e sua aplicação diferenciada para subsidiar a construção e manutenção do transporte coletivo acima.
- Evitar os cortes das árvores e destruição de construções junto de todas as margens do sistema todo, mantendo a Rodovia com sua dimensão atual.
- Evitar todas as construções que visam ampliar a capacidade da Rodovia, que apenas pioram a mobilidade na Cidade de São Paulo.
- Obras apenas para prevenção de acidentes e eficiente controle   
- Não concessão do sistema, mas apenas administração do sistema, com prêmios de funcionamento de acordo."
641,"Para Adaptação:
- sugiro a adoção do processo de melhoria contínua na Prevenção de acidentes em todo o sistema de transporte e mobilidade em todas as modalidades, onde qualquer ocorrência exige correções em todo o sistema, com os mesmos recursos propostos de cobrança.
- Manutenção eficiente do sistema com os mesmos recursos da cobrança proposta."
641,"Para adaptação:
- Ligar o sistema de transporte coletivo do sistema aos sistemas de transporte coletivo dos municípios envolvidos, usufruindo dos mesmos recursos previstos no art. 23-III da lei 12.587/12. "
22524,"Realização de seminários regionais sobre cessões de águas da união, com dialogo com pequenos produtores e associações locais, visando facilitar os processos burocráticos de legalização dessas áreas para este público."
22530,"Fomentar projetos de pesquisas voltados para Aquicultura e Pesca, articular parceria interministerial com MEC e MCTI/CNPq para elaboração de EDITAIS com projetos públicos para área de  Aquicultura e Pesca, onde nos editais contemplem a formação prática de estudantes das áreas de Ciências Agrárias e afins, visando avanços para o Desenvolvimento Tecnológico da Aquicultura e Pesca no Brasil."
22520,"Ampliar o programa de aquisição de pescado para os restaurantes universitários de todo Brasil, a exemplo do que está ocorrendo na Universidade Federal Rural de Pernambuco."
25510,Projeto super importante para o desenvolvimento regional.
22269,"Realizar formação continuada para motoristas e cobradores de ônibus urbanos no atendimento adequado à população idosa. São inúmeras as queixas e denuncias de violência contra esta população nas cidades brasileiras. Importante que a capacitação seja continuada para sensibilizar os profissionais, assim como os empresários das empresas de transporte. Outro aspecto que deve ser considerado é que os conselheiros dos Conselhos Estaduais e Municipais dos Direitos das Pessoas Idosas participem da formação, contribuindo com as aulas. 
Realizar campanhas de sensibilização nos transportes públicos durante o ano todo, com cartazes e performances nos terminais de ônibus, assim como nas plataformas do metro. 
"
22270,"Informações ao público idoso e pessoas com deficiência devem ser simples, objetiva e acessível, para a compreensão e partilha de todos e todas. Respeito com a diversidade em condições de igualdade."
22518,"Para ter acesso a equipamentos, infraestrutura e inovação, penso que teríamos que ter linhas de financiamentos especificas, para desenvolvimento técnico e tecnológico, através de editais, para entidades de todos os fins, para desenvolvimento e facilitação desses acessos.

Alexandre Gomes Ribeiro, IFRS - Campus Bento Gonçalves/ABA - Associação Brasileira de Aquapônia"
22519,"Para ter acesso a financiamentos, penso que teríamos que ter estudos e projetos específicos, desenvolvidos em parceria com Instituições de Pesquisa, Ensino e Extensão, pois dessa forma os valores repassados para os financiados, seriam usados para os fins necessários para o desenvolvimento da pesca. 

Alexandre Gomes Ribeiro, IFRS - Campus Bento Gonçalves/ABA - Associação Brasileira de Aquapônia"
22550,"Imagino que em todo o processo de construção de instruções e conhecimento tenha que ter linhas de financiamentos especificas, para desenvolvimento técnico e tecnológico, através de editais, para entidades de todos os fins, para desenvolvimento e facilitação desses acessos. Pois hoje não se tem editais, para financiamento de novos conhecimentos, ou até mesmo o resgate dos antigos para aplicação e disseminação do mesmo. Aqui fica uma sugestão de criação de editais, pelos os órgãos financiadores específicos para toda a área de piscicultura e aquicultura de uma forma geral e com o tempo mais especificas, respeitando as regionalidades e os saberes adquiridos.

Alexandre Gomes Ribeiro, IFRS - Campus Bento Gonçalves/ABA - Associação Brasileira de Aquapônia"
22525,"Extensão pesqueira e aquícola: realizar e ampliar parcerias interministeriais com Ministério da Educação através da STEC/MEC e com MDA Ministério do Desenvolvimento Agrário, procurar envolver as Empresas de Extensão Rural dos estados, contratando profissionais da área de aquicultura,  visando ampliar contratos a assistência técnica para aquicultura, envolvendo todas as áreas da aquicultura, inclusive a maricultura."
22526,"Continuar e ampliar parceria com SETEC/MEC visando formação de mais técnicos na área de Aquicultura e Pesca, através do programa multiplicadores aquícola e ampliar o PRONATEC/Aquicultura.
"
31706,"O serviço, conforme descrito, terá uma plataforma para acesso da equipe nos casos de divergência."
537,"Sistema agroecológico precisa ser construído pensando em soberania alimentar também, com bases na educação ambiental, resignificando o contato com a natureza e ensinando que a natureza é um VALOR que precisa ser cuidado por todos, com boas práticas agroecologicas:, Plantio, reciclagem, compostagem e politicas publicas e privadas para o bem viver."
20603,"Temos uma produção nacional cada vez maior de quadrinhos, mas se tornaram elitizados pelos altos custos de produção. Faz-se necessário baixar a tributação sobre papel e implementar políticas de incentivo a gibitecas."
506,já fizemos nossa 3ª CONFERENCIA MUNICIPAL DE MEIO AMBIENTE. Agora qual o próximo passo para cadastrar esse nosso evento no site?
634,"Destamponar rios e córregos urbanos, aumento de permeabilidade do solo, calçadas esponja."
20605,"Promover a elaboração de Planos de Cultura para Universidades e Institutos Federais, incentivando o intercâmbio de ações culturais com escolas públicas por meio de atividades de extensão e integrando a cultura de forma estruturada aos currículos acadêmicos através da curricularização da extensão.
"
22090,Dançar é viver
879,Maiores informações sobre o evento também estão disponível no Portal SEMMAC: https://semmac.catalao.go.gov.br/index.php
20602,"Fortalecer o SNC com financiamento descentralizado, desconcentrado e permanente, com formação para gestores, conselheiros, pareceristas e proponentes, com informações e indicadores estruturados, com um sistema de participação social diverso por meio da simplificação dos processos, com editais e chamadas estratificadas pelo nível de experiência dos fazedores de cultura, com a ampliação do alcance territorial e redução das desigualdades. "
31742,"Trata-se de um serviço biométrico no processo de emissão da CIN, e não um processo criminal.

"
31754,"Entende-se que os dados e a tecnologia devam estar e serem aplicadas em território nacional, respeitando as legislações nacionais sobre o tema; entretanto a limitação de ser uma tecnologia desenvolvida no Brasil é um limitante para esse tipo de serviço."
31707,"O serviço, conforme descrito, terá uma plataforma para acesso da equipe nos casos de divergência."
31674,"Está previsto no serviço a integração entre todos os processos de nascimento, óbito e o registro civil. Também está previsto a ligação com as diferentes políticas públicas do Brasil."
12132,Muito sucesso na jornada! 👏🏽👏🏽👏🏽
12895,"Muito bacana a proposta! Parabéns pela iniciativa tem o meu total apoio, votado! Me ajude na minha também: gid://decide/Decidim::Proposals::Proposal/12803 🥰"
31549,O serviço criado trará diversos benefícios para a sociedade brasileira e seguirá a Lei Geral de Proteção de Dados por princípio.
31548,O serviço criado trará diversos benefícios para a sociedade brasileira e seguirá a Lei Geral de Proteção de Dados por princípio.
1024,Boa noite 
1018,"Estou tentando realizar a inscrição, porém não estou conseguindo "
444,com família democracia união junto vencendo todos regular usando lei 
444,usa
444,usando as regras por regular combate esse terrorismo mundial em.anexoda ameaça natureza no meu INSS está comprovante 
22093,"Investir em núcleos de pesquisa na Região Norte, ligados à Rede Federal de Ensino, Ciência e Tecnologia, é uma iniciativa crucial para o desenvolvimento local e nacional. Ao focar em pesquisas voltadas para a gestão pública, cultura e inovação tecnológica, essa ação pode melhorar diretamente a vida da população da região, que enfrenta desafios únicos.
A pesquisa aplicada à gestão pública pode ajudar a criar políticas mais eficazes, adaptadas às necessidades locais, como no acesso à educação, saúde e infraestrutura. Já o estudo e a preservação da rica diversidade cultural da região, muitas vezes negligenciada, fortalece a identidade e traz oportunidades para o turismo e as artes. 
Além disso, apoiar a inovação tecnológica pode transformar a região, trazendo soluções que atendem a suas especificidades, como na área de energias renováveis e biotecnologia. Essa iniciativa também contribui para um desenvolvimento mais sustentável e para a criação de empregos de alta qualidade.
"
518,Venha fazer parte 
641,"Justiça Climática: Subsídio ao transporte Coletivo de qualidade nas rodovias urbanas SP270, SP280, SP029 e Estrada Pedroso,  conforme o Art. 23-III da Lei 12.587/12.

Transformação Ecológica: Evitar a destruição ecológica na Estrada Pedroso (ligação Cotia - BR116). Regularização da ocupação dos Piemontes.

Educação Ambiental: Execução e vivência das escolas da Região com o Corredor Verde Raposo."
739,"Mitigação: Proposta de Lei para proteger todas as áreas verdes da Cidade de São Paulo, independemente de sua composição, estado, tamanho, localização e motivo. Estas áreas serão progressivamente indenizadas por um fundo especial, criado e incidente sobre todos os licenciamentos construtivos da Cidade de São Paulo.

Adaptação: Lei a ser criada, obrigando a infiltração de toda a água pluvial em todas as áreas públicas e particulares da Cidade de São Paulo, bem como o uso e ocupação sustentável do solo.

Justiça Climática: Obrigar a Prefeitura a urbanizar todas as favelas da Cidade e recuperar os córregos localizados.

Transformação Ecológica: Liberação das áreas urbanizadas nas favelas para a criação de atividades agrocológicas e arborização em corredores de ligação.

Educação ambiental na implantação e manutenção dos corredores de ligação implantados."
22520,Aquisição pelas instituições do governo federal de produtos oriundos de aquicultura brasileira
22524,Aumentar a equipe de servidores da diretoria de aguas da união do Ministério da Pesca e Aquicultura para proporcionar mais celeridade nas analises e liberações das solicitações de aguas da união para fins de aquicultura. 
22553,Extinção do RGP e LICENÇA DE AQUICULTURA para o segmento de aquicultura.
22565,"Medida desnecessária e onerosa para os cofres públicos. O IBGE faz a cada 10 (dez) anos o censo agropecuário para todas as atividades agropecuárias, inclusive aquicultura, estabelecer um censo somente para aquicultura esconde outros objetivos que desconhecemos."
445,"Em Belo Horizonte tem uma ""PEQUNA AFRICA"" fervendo de programações e rotas culturais, que tem a Associação Cultural Bloco Afro Magia Negra na movimentação, segue o contato do coordenador e presidente Camilo Gan 31 988128277 @blocoafromagianegra > e-mail > magianegra.producao@gmail.com"
445,"agencia.turetnico.es@gmail.com 

Somos uma agência de turismo afrocentrado no ES."
768,"No dia 26 de novembro de 2024, foi realizado a 5ª Conferência do Meio Ambiente em Sidrolândia/MS, no Sindicato Rural, na rua Pernambuco, 360 - Centro com início as 08:00 horas e a participação de 100 pessoas aproximadamente foi registrados: poder executivo, estudantes (sociedade civil), presidente da Camara (representando os povos indigenas). Presença de pessoas da agricultura familiar de assentamentos. De lá foram retiradas 10 propostas sendo duas de cada eixo e a eleição de delegados (02) e dois suplentes, para representar Sidrolândia na Conferência Estadual e com a possibilidade de representação na Nacional."
26220,É preciso que o acesso ao fomento deixe de parecer uma gincana e transforme-se em um processo mais simples. Chega de montagem de clippings e experiência profissional de todos os integrantes de um projeto.
20603,"  Em um país onde a desigualdade social infelizmente é grande, na cultura também não é diferente. Proponho que as igualdades de condições de participações cultural sejam para todos. Principalmente para os artistas iniciantes que é os que mais precisam de apoio.
Como a lei Rouanet por ex, que tem beneficiado na maioria das vezes artistas grandes . E que a Aldir Blanc também seja um projeto permanente. Potênciando assim UNIFORMIMENTE a cultura de toda classe social do nosso país. OBRIGADO."
11680,"Espero que a classe política veja o quanto sua proposta é importante pra gente, jovens que sente a necessidade de mais espaços para esporte e lazer! Conte com meu apoio e dos meus amigos, vou compartilhar com a galera! "
20408,Teste
20408,Teste
20408,Teste  no parágrafo
693,"Incentivos fiscais aos produtos 100% vegetais, principalmente provenientes de sistemas agroecológicos."
693,Não está intuitivo o funcionamento do evento.
26232,"Estamos enfrentando uma crise climática. É essencial que nos unamos para proteger nosso meio ambiente e a vida animal. A formação da agência ANDEPA é um passo importante para o futuro de nosso Brasil, e é gratificante fazer parte deste momento histórico.."
26232,"A ANDEPA será primordial para uma REGULAMENTAÇÃO eficiente e tratamento justo nas ações de Campanhas de Adoção e Guarda Responsável, no Controle Populacional de Cães e Gatos, na Educação Ambiental Humanitária do Bem-Estar e Proteção Animal, na Fiscalização e Combate á Crueldade Animal e Tráfico e para o Assistencialismo aos Protetores e Entidades de Proteção Animal no Brasil. Assim faremos uma Causa Animal + Justa. "
26232,"ANDEPA, NOS FAZ NECESSÁRIO, POIS EM TODAS ESFERAS  DA FAUNA E FLORA, É PRECISO TER UM OLHAR ESPECIAL. SOMOS PARTE DE UM TODO, CONSCIENTIZAÇÃO PARA UM MUNDO MAIS INCLUSIVO, "
26232,"A causa animal é uma questão de saúde pública, e necessita sim o controle  populacional  tendo em vista que o aumento descontrolado de animais abandonados nas ruas de todo o Brasil tem só aumentado, dificultando a implementação de políticas protetivas eficientes para o combate de zoonoses e bem estar animal "
11680,Proposta de extrema relevância para a juventude nacional! 
26232,"Sem fiscalização não existe preservação.

Precisamos que o governo seja mais ativo neste processo. Em especial contra os crimes ambientais do Agro e da mineração."
26232,"A criação da Agência Nacional de Defesa dos Animais é um passo fundamental para uma sociedade mais justa e compassiva. É hora de unir forças para proteger os direitos animais! Todos podem contribuir: cidadãos, ONGs, governos, instituições e líderes. Juntos, podemos combater maus-tratos, promover educação e bem-estar animal. Participem, apoiem e lutem por essa causa nobre. Sua ação pode mudar a vida de milhões de animais. Vamos construir um futuro mais ético e responsável para todos! CRIAÇÃO DA ANDEPA - AGÊNCIA NACIONAL DE DEFESA E PROTEÇÃO DOS ANIMAIS!"
26232,"Parabenizo a iniciativa. É importante ressaltar que não são somente as ONGs que fazem o trabalho de proteção animal. Hoje, no Brasil, há um contigente invisibilizado, em sua maioria mulheres, que protegem os animais. Especificamente, são pessoas que convivem com mais de 10 animais dentro de casa, o que configura por si proteção já que conseguem controlar em um ambiente. Contudo, as políticas públicas locais não conseguem acompanhar a dimensão desse trabalho, É através da proteção animal que podemos educar mais o cidadão proporcionando melhor entendimento sobre o meio ambiente e a saúde pública. Em pleno século XXI, a bandeira da proteção animal se torna um caminho que perpassa por outras pautas importantes para cada cidadão, para a construção de um Brasil melhor e mais justo. Moro na cidade de Salvador, Bahia, cuja política pública para proteção animal inexiste, o que torna o abandono animal cada vez maior. Ligado a isso, temos as doenças endêmicas como esporotricose e leishimaniose,"
650,"O plantio de árvores,especialmente as frutíferas em encostas e nos rios  urbanos que tornaram-se esgotos a céu aberto com chamada pública às comunidades locais,para mobilização, Educação ambiental, Agricultura Urbana ,segurança alimentar,Fortalecimento e divulgação,popularização do Cooperativismo ambiental para todos ,mais especialmente,àqueles que mais necessitam,os mais vulneráveis.(vítimas de enchentes,por exemplo)"
1032,"Sou a favor que proíbam as Exportações de Animais Vivos.  Esta prática,  além de ser cruel para com os animais, ainda incorre trazendo serios riscos a insalubridade dos moradores nas regiões dos Portos, sujeira e odor fétido nas ruas por onde passam os caminhões,  trazendo moscas e outras insetos. E um  risco ambiental de proporções gigantes, caso um destes navios venha a tombar no mar. 
Enviar a carne em pacotes, do animal já abatido,  evitaria todos estes riscos e ainda traria impostos ao Estado e geração de empregos. "
22090,"Todo setor cultural carece de mais incentivos, participação ativa, gestão e diálogo, mas quem trabalha com movimento, educação pelo movimento, seja nas abordagens artísticas, somáticas ou da saúde, sabe da importância do mover que nos torna vivos e mais conscientes. A dança ainda é uma das linguagens artísticas pouco acessíveis em termos de formação, público, apreciação. Que ações como essa possam tornar o conhecimento dançado mais acessível e valorizado. Afinal, a expressão quando alguém “se deu mal” – dizer – que o fulano “dançou” não deveria ter carga pejorativa. Espero que fulano e esta ação dance! "
749,Fortalecer ações de prevenção e ampliar a capacidade dos serviços de saúde para tratamento das doenças transmitidas por arbovírus;
20584,discordo
1161, 😄 Considerar itens sobre as emissões de Gases de Efeito Estufa e a vulnerabilidade e risco climáticos no escopo de elaboração e análise dos estudos necessários para o licenciamento ambiental ou urbanístico de empreendimentos;
693,"Eu me inscrevi no evento mas não entendi como funciona.
"
693,"Desincentivar  o aumento da produção animal, visto que, o gás proveniente deste tipo de produção (metano) é mais potente para contribuir com o aquecimento global. Além que o desmatamento também destrói um dos principais sumidouros de carbono."
693,"Por gentileza, SVB envie por e-mail as orientações para o evento de amanha de forma mais clara e intuitiva, por gentileza."
12957,"AVANTEE 🫡

Simplesmente a pauta capaz de unir direita e esquerda. Ninguém é contra liberdades individuais.......não é mesmo?! 🤨🤔 "
1032,Criação de hortas comunitarias 
27429,"Ação estratégica de extrema importância para uma consolidação democrática e participativa deste segmento cultural, garantindo a representação e a participação da sociedade civil na construção de políticas públicas concernentes às Artes Visuais! "
1032,"Proposta: Revisão da escala de trabalho de seis dias semanais trabalhados por um dia de descanso. 
Justificativa: Com menos dias de trabalho, teremos redução do consumo energético de duas formas: pela não operacionalização no ambiente de trabalho e no deslocamento de funcionários até o posto de trabalho. 
Outro motivo seria que com o trabalhador com mais tempo livre, o mesmo poderia dedicar-se a atividades que de forma indireta poderiam ser ações de mitigação e adaptação ao clima, tais como restauração e manutenção da moradia, cuidado com o destino de seus resíduos sólidos, produção de seus alimentos (hortas), atividades educacionais relacionados a preservação do meio ambiente e lazer em atividades conectadas com meio ambiente. 
"
27436,"Considerando a cultura como um campo de múltiplas potencialidades no plano internacional, seja  na promoção do soft power da nação brasileira, seja como provedor de renda e benefícios às populações envolvidas, seja como vitrine da capacidade criadora do povo brasileiro (tanto dentro como além do marco geográfico nacional e transfronteiriço), seja como vetor de desenvolvimento das pessoas, comunidades e da humanidade visando um mundo melhor, plural e diverso, segundo a Convenção Sobre a Proteção e Promoção da Diversidade das Expressões Culturais (UNESCO, 2005) do qual o Brasil é signatário."
27436,"Propomos:
Colocar a cultura na pauta do MRE em: (1.1)  acordos internacionais, binacionais e transnacionais; (1.2) e na atuação do IGR; ampliando o número de postos; incorporando o ensino do português e o acesso à cultura brasileira para os descendentes de cidadãos emigrados e, ainda, criando dispositivos de apoio às artes, letras e cultura atendendo aos agentes culturais residentes como àqueles em trânsito no exterior, fazendo que sirvam de difusores da cultura e defensores do patrimônio imaterial e linguístico em diferentes regiões mundiais, muito além dos conhecidos pontos do mercado cultural;"
27436,"Desenvolver um Plano Estratégico de Internacionalização da Cultura Brasileira, definindo, responsabilidades compartilhadas entre os agentes do Estado (2.1)  MINC, MRE e outras possíveis instituições e, por outro lado, (2.2) instituir políticas públicas específicas no MINC, direcionadas para os mais de 5 milhões de emigrados, com critérios objetivos, transparentes e participativos incluindo a escuta e participação da sociedade civil organizada no segmento cultural, seja em redes ou associações, tornando factível linhas próprias de financiamento a curto, médio e longo prazos; mapeando e consolidando Pontos de Cultura, criando editais e promovendo ações de formação em captação de recursos.
"
571,"Gieser representante dos atingidos, tratar sobre a mineração e pós mineração.
Ampliar o debate."
27437,"Esta proposta visa à conservação e aumento da área florestada do município de Bragança, é uma medida essencial para a preservação da biodiversidade, o controle do clima local, a proteção dos recursos hídricos e o fortalecimento da qualidade de vida das comunidades. As florestas desempenham um papel fundamental na absorção de carbono, na manutenção dos ciclos hidrológicos e na oferta de diversos serviços ecossistêmicos que beneficiam tanto o meio ambiente quanto os seres humanos. Diante disso, o reflorestamento em áreas desmatadas ou em terrenos degradados por atividades como agricultura intensiva, mineração ou urbanização pode ter um impacto significativo na melhoria do ambiente local. Para isso, o município pode incentivar o plantio de espécies nativas, além de envolver a comunidade local nesse processo, por meio de programas de educação ambiental e de incentivo para que pequenos proprietários de terras e agricultores participem."
20605,"- Introduzir de forma ampla na educação do território nacional eventos mensais com abordagens culturais locais e nacionais, integrando toda a comunidade escolar e a população local 
  "
20562,"Zeladores(as) de Legados Afro-ameríndios - Lideranças Comunitárias e Religiosas de Matriz Africana e Originária (Indígena);
Nas culturas urbanas: Griôs, Mestres(as) de Cerimônia (MC's) e afins;
Boiadeiros(as) e Vaqueiros(as) -á parte de Catingueiros;
Coletores(as) do Manguezal;
Rezadeiras;
Trancistas / Trançadeiras Afro, bem como Dreadmakers (Dreadlocks), Trabalhadores(as)  do segmento: Estética, Beleza e Autoestima Afro-referenciadas, ""Afro-Estima"": Medicina Tradicional Africana e Originária (Indígena) aplicada e afins;


"
20564,Território dos Sertões está repetido no Item 7 e no 22
12920,Excelente!
12887,"Muito bacana a proposta! Parabéns pela iniciativa tem o meu total apoio, votado! Me ajude na minha também: gid://decide/Decidim::Proposals::Proposal/12803 🥰"
20608,"Não somente áreas periféricas e vulneráveis. Muitas cidades do interior não possuem equipamento culturais, locais para dar visibilidade ao que é produzido pelos artistas e fazedores de cultura. Todas as cidades deveriam ter ao menos um ""Teatro de Bolso"" (ou cine-teatro) com estrutura técnica, com sala de ensaio, atelier, local para salvaguarda de acervos e etc. "
20603,">editais terem recursos separados em modalidades diferentes por ""porte"", para projetos que envolvam artistas já renomados, e fazedores de cultura “comuns”, “menores” ou “novos proponentes”;
>Seria muito legal que todas as empresas elegíveis a patrocinar via Rouanet, que não o fazem, ter opção de talvez fazer esse repasse dos 4% direto ao Fundo Nacional de Cultura ou outro. Para assim, projetos que “não conseguirem captar patrocinadores”, o proponente possa recorrer ao Fundo antes de vencer o prazo de captação no SALIC e enfim ter acesso aos recursos para conseguir executar seus projetos, para o tal “exercício da cidadania e a para transformação social” . Tendo como regra deste acesso direto, para projetos que não envolvam artistas renomados, nem projetos muito comerciais e sendo projetos com circulação descentralizada nos estados (ao incluir capitais, ter a obrigatoriedade de incluir cidades do interior de cada estado)."
20603,"> Muitos setores recebem incentivo fiscal antecipadamente, sem ter qualquer garantia do resultado que irão trazer àquela comunidade (automobilístico etc). É muito injusto que nós, da cultura, tenhamos que trabalhar tanto, mostrar viabilidade, pensar em acessibilidade, ter visibilidade, mostrar serviço, competência, para só depois de tudo isso e todos esse trabalho sem remuneração (e ainda com recursos próprios – tirados não sei de onde) para só finalmente ser atrativo e ter alguma possibilidade de ser um projeto/proponente passível e elegível de ter acesso aos recursos.
Nós geramos emprego, renda, oportunidades e movimentamos a economia assim como a indústria automobilística. Muitas vezes nossos projetos têm menos impacto ambiental, colaboram muito mais na acessibilidade a todos os públicos, contribuímos muito mais no exercício da cidadania e para transformação social! Porque eles tem muito mais facilidade para acessar os meios e incentivos???"
22002,Proposta que democratiza o conhecimento e a cultura.
20603,"Os editais precisam oportunizar artistas veteranos como artistas iniciantes no ramo da cultura. Dar chances a novos projetos que nunca foram aprovados anteriormente, deixando assim de concentrar a maioria dos recursos nas mãos dos mesmos agentes culturais."
27429,É necessário a regulamentação e criação do Fundo Nacional de Artes Visuais.
21304,"Certamente o investimento em Bibliotecas Públicas não é  custo, mas sim investimentos no desenvolvimento humano e na democratização do conhecimento, assim contribuiremos para formação  de uma sociedade mais crítica, informada e igualitária.
Para que cumpram esse papel de forma plena, é fundamental que contem com investimentos para aquisição de acervo atualizado e diversos, espaços acessíveis e confortáveis e bem equipados, profissionais bem preparados, recurso financeiro e promoção de ações de incentivo a leituras.
"
22002,Excelente proposta!!!
1037,"Eu e você podemos muito, é só ter atitude.♻️🇧🇷🌎"
1187,"Quem mais precisa de ações concretas são todas as espécies que dividem conosco este planeta.
A participação da Sociedade é algo urgente nas questões ambientais."
27421,"Separação dos resíduos sólidos na fonte, residências, indústria, comércio,hospitais, escolas, órgãos públicos. Assim vamos diminuir o volume de resíduos sólidos em aterros sanitários, menos volume, menos produção de gás metano e outros."
11749,"Além disso, assegurar o acesso gratuito, universal e integral a serviços de saúde mental de qualidade é crucial para garantir que os jovens tenham acesso a cuidados adequados quando necessário. Isso inclui aconselhamento, terapia e tratamento psiquiátrico, abordando as necessidades individuais de cada pessoa. "
12874,"muito boa proposta, já votei. Por favor me ajude votando na minha gid://decide/Decidim::Proposals::Proposal/12869"
571,"Meu nome é Marly sou representante dos atingidos por barragem do sistema pontal do Bairro bela vista, Além de me interessar por todos os assuntos que serão abordados , Muito me interessa saber sobre a mineração e após ela, quais serão as medidas criadas como atividade econômica para a nossa cidade e quando ela for encerrada, como o solo e a ambiente será tratado de forma sustentável pela mineradora"
969,"Considerando que o desfio é muito grande, a Conferencia foi um sucesso!"
20562,Congueiros
27503,"A bicicleta é o meio de transporte que viabiliza a mobilidade urbana de forma sustentável, onde temos também uma grande contribuição para saúde da população"
27513,"A bicicleta é o meio de transporte que viabiliza a mobilidade urbana de forma sustentável, onde temos também uma grande contribuição para saúde da população

"
20155,"A bicicleta é o meio de transporte que viabiliza a mobilidade urbana de forma sustentável, onde temos também uma grande contribuição para saúde da população

"
22002,"Que maravilha de projeto! Precisamos de mais bibliotecários, mais orientação e letramento literário, assim, o senso crítico, a comunicação e a interpretação da população melhora. "
27570,Com dinâmica nas salas
22093,"Fomento à Pesquisa Aplicada com a oferta de editais de financiamento para projetos focados em soluções práticas para a gestão pública, como também a criação de bolsas de incentivo para pesquisadores e estudantes enviados"
1203,Participei como um dos organizadores da 1ª Conferência Intermunicipal do Meio Ambiente do Consórcio do Território do Recôncavo.
22098,"Eixo Transformação Ecológica:

1- Proibir exploração de Petróleo no Rio Amazonas 

2- Fiscalizar e multar empresas que descartam óleo no rio Amazonas 

Eixo governança Educação ambiental:

1- Investir no monitoramento das florestas, atuando junto às comunidades ribeirinhas na Amazônia para identificar problemas e encontrar soluções 

2- Investir em Educação Ambiental na Amazônia"
12889,"Oi,

Muito bacana a proposta! Vote e comente na minha também: gid://decide/Decidim::Proposals::Proposal/12300"
21542,"Eixo Mitigação:

1- Investir em reflorestamento junto às comunidades ribeirinhas na Amazônia 

2- Elaborar planos de redução de Desmatamento e Queimadas na Amazônia "
